五行,無料(○),アイテム,似合う色,メモ,時間帯,九星タグ,表示文,カテゴリ,使う場面,季節タグ,重複回避タグ
金,,金色のペン,ゴールド,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「金色のペン」を取り入れると、気持ちの輪郭を整えやすい日です。,文具・学び,考えごと・学び,通年,金|文具・学び|ゴールド|金色のペン
金,,白いペーパーウェイト,ホワイト,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「白いペーパーウェイト」を取り入れると、気持ちの輪郭を整えやすい日です。,文具・学び,考えごと・学び,通年,金|文具・学び|ホワイト|白いペーパーウェイト
金,,銀色のブローチ,シルバー,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「銀色のブローチ」を取り入れると、気持ちの輪郭を整えやすい日です。,身につけるもの,外出前・身支度,通年,金|身につけるもの|シルバー|銀色のブローチ
金,,白い花瓶,ホワイト,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「白い花瓶」を取り入れると、気持ちの輪郭を整えやすい日です。,植物・花,部屋や机まわりを整える,春,金|植物・花|ホワイト|白い花瓶
金,,クロームのスマホスタンド,クローム,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「クロームのスマホスタンド」を取り入れると、気持ちの輪郭を整えやすい日です。,暮らしの道具,生活の土台を整える,通年,金|暮らしの道具|クローム|クロームのスマホスタンド
金,,白い靴下,ホワイト,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「白い靴下」を取り入れると、気持ちの輪郭を整えやすい日です。,身につけるもの,外出前・身支度,通年,金|身につけるもの|ホワイト|白い靴下
金,,シルバーのヘアクリップ,シルバー,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「シルバーのヘアクリップ」を取り入れると、気持ちの輪郭を整えやすい日です。,文具・学び,考えごと・学び,通年,金|文具・学び|シルバー|シルバーのヘアクリップ
金,,金属のカトラリー,ステンレス,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「金属のカトラリー」を取り入れると、気持ちの輪郭を整えやすい日です。,日用品,日常に小さく取り入れる,通年,金|日用品|ステンレス|金属のカトラリー
金,,白いランチクロス,ホワイト,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「白いランチクロス」を取り入れると、気持ちの輪郭を整えやすい日です。,日用品,日常に小さく取り入れる,通年,金|日用品|ホワイト|白いランチクロス
金,,ゴールドのカードケース,ゴールド,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「ゴールドのカードケース」を取り入れると、気持ちの輪郭を整えやすい日です。,文具・学び,考えごと・学び,通年,金|文具・学び|ゴールド|ゴールドのカードケース
金,,白い収納ボックス,オフホワイト,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「白い収納ボックス」を取り入れると、気持ちの輪郭を整えやすい日です。,暮らしの道具,生活の土台を整える,通年,金|暮らしの道具|オフホワイト|白い収納ボックス
金,,シルバーのノートPCケース,シルバーグレー,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「シルバーのノートPCケース」を取り入れると、気持ちの輪郭を整えやすい日です。,文具・学び,考えごと・学び,通年,金|文具・学び|シルバーグレー|シルバーのノートPCケース
金,,白いマグネット,ホワイト,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「白いマグネット」を取り入れると、気持ちの輪郭を整えやすい日です。,飲食・休息,休憩・回復,通年,金|飲食・休息|ホワイト|白いマグネット
金,,真鍮のキーケース,ブラス,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「真鍮のキーケース」を取り入れると、気持ちの輪郭を整えやすい日です。,身につけるもの,外出前・身支度,通年,金|身につけるもの|ブラス|真鍮のキーケース
金,,白いマウス,ホワイト,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「白いマウス」を取り入れると、気持ちの輪郭を整えやすい日です。,デジタル・仕事道具,机まわりを整える,通年,金|デジタル・仕事道具|ホワイト|白いマウス
金,,シルバーのデスクライト,シルバー,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「シルバーのデスクライト」を取り入れると、気持ちの輪郭を整えやすい日です。,香り・灯り,気分の切り替え,通年,金|香り・灯り|シルバー|シルバーのデスクライト
金,,白いハンドクリーム,パールホワイト,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「白いハンドクリーム」を取り入れると、気持ちの輪郭を整えやすい日です。,日用品,日常に小さく取り入れる,通年,金|日用品|パールホワイト|白いハンドクリーム
金,,ゴールドのスマホケース,ゴールド,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「ゴールドのスマホケース」を取り入れると、気持ちの輪郭を整えやすい日です。,デジタル・仕事道具,机まわりを整える,通年,金|デジタル・仕事道具|ゴールド|ゴールドのスマホケース
金,,白い小皿,ホワイト,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「白い小皿」を取り入れると、気持ちの輪郭を整えやすい日です。,暮らしの道具,生活の土台を整える,通年,金|暮らしの道具|ホワイト|白い小皿
金,,銀色のふせんケース,シルバー,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「銀色のふせんケース」を取り入れると、気持ちの輪郭を整えやすい日です。,デジタル・仕事道具,机まわりを整える,通年,金|デジタル・仕事道具|シルバー|銀色のふせんケース
金,,白いスカーフ,オフホワイト,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「白いスカーフ」を取り入れると、気持ちの輪郭を整えやすい日です。,身につけるもの,外出前・身支度,通年,金|身につけるもの|オフホワイト|白いスカーフ
金,,金属製のペーパークリップ,シルバー,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「金属製のペーパークリップ」を取り入れると、気持ちの輪郭を整えやすい日です。,文具・学び,考えごと・学び,通年,金|文具・学び|シルバー|金属製のペーパークリップ
金,,白いアートカード,ホワイト,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「白いアートカード」を取り入れると、気持ちの輪郭を整えやすい日です。,文具・学び,考えごと・学び,通年,金|文具・学び|ホワイト|白いアートカード
金,,シルバーのボトル,シルバー,整える・磨く・輪郭を作るヒント,朝・外出前,六白金星・七赤金星,今日は「シルバーのボトル」を取り入れると、気持ちの輪郭を整えやすい日です。,飲食・休息,休憩・回復,通年,金|飲食・休息|シルバー|シルバーのボトル
